replica,escenario,etapa,mediana,p95,red_total,demora_semaforos_total_s
17,base,BPR / velocidad + semáforos,642.8408727002229,1198.070093861399,3207165.5226987656,503806.1219242001
17,vista_hermosa,OSRM,870.1,1200.6,3603334.4,859766.2954049938
17,vista_hermosa,OSRM / velocidad,791.6195751705009,1429.8767174244856,3693929.345604062,859766.2954049938
17,vista_hermosa,BPR / velocidad,797.2515483463721,1436.0026777527864,3713473.4373066863,859766.2954049938
17,vista_hermosa,BPR / velocidad + semáforos,1016.131703814726,1765.977443525711,4573239.73271168,859766.2954049938
17,reforma,OSRM,587.4,873.4,2656740.9000000004,481219.51657249534
17,reforma,OSRM / velocidad,550.1386893229837,998.16406214393,2724524.3708945652,481219.51657249534
17,reforma,BPR / velocidad,550.1594585600282,998.3964554311044,2725376.0893886723,481219.51657249534
17,reforma,BPR / velocidad + semáforos,640.1808884837849,1227.3942814541344,3206595.6059611677,481219.51657249534
18,base,OSRM,590.4,862.4,2657584.6,507695.1558714282
18,base,OSRM / velocidad,552.7308182140856,986.2044722570621,2705591.139490376,507695.1558714282
18,base,BPR / velocidad,552.7398978161766,986.2837217978156,2706142.5960300933,507695.1558714282
18,base,BPR / velocidad + semáforos,655.0436045545417,1198.5001475804465,3213837.7519015213,507695.1558714282
18,vista_hermosa,OSRM,879.0,1184.5,3617441.9,861005.5888245702
18,vista_hermosa,OSRM / velocidad,795.8408460638219,1400.5455546073206,3682497.1747117154,861005.5888245702
18,vista_hermosa,BPR / velocidad,799.3307016054872,1410.353186230905,3699990.1176129943,861005.5888245702
18,vista_hermosa,BPR / velocidad + semáforos,1014.2626215034043,1738.689430940494,4560995.706437564,861005.5888245702
18,reforma,OSRM,590.4,868.4,2677859.7,483268.3820859073
18,reforma,OSRM / velocidad,554.68661815235,996.0208879336728,2726295.675040842,483268.3820859073
18,reforma,BPR / velocidad,554.951559196811,996.2998855732504,2727010.276405185,483268.3820859073
18,reforma,BPR / velocidad + semáforos,650.826803714498,1214.4970197949935,3210278.6584910923,483268.3820859073
19,base,OSRM,590.4,861.2,2622585.2,505805.72437407455
19,base,OSRM / velocidad,555.1410751866301,991.1010109148052,2685079.7422236046,505805.72437407455
19,base,BPR / velocidad,555.2001261369644,991.3901560461387,2685695.5569757437,505805.72437407455
19,base,BPR / velocidad + semáforos,656.1138438200996,1205.591676517369,3191501.2813498178,505805.72437407455
19,vista_hermosa,OSRM,871.4,1200.6,3593194.0,860819.2082822593
19,vista_hermosa,OSRM / velocidad,801.5408760164894,1436.5665383017856,3676238.3057196992,860819.2082822593
19,vista_hermosa,BPR / velocidad,805.5365095318066,1443.986327786746,3694187.3891605716,860819.2082822593
19,vista_hermosa,BPR / velocidad + semáforos,1029.8182758538642,1775.5330521995725,4555006.597442832,860819.2082822593
19,reforma,OSRM,590.4,868.4,2643693.6,478715.25386081194
19,reforma,OSRM / velocidad,557.6928548052701,997.2435411354302,2706795.8670660257,478715.25386081194
19,reforma,BPR / velocidad,557.7770446205375,997.3515682352426,2707536.1292063585,478715.25386081194
19,reforma,BPR / velocidad + semáforos,651.5436932137616,1230.8461990005896,3186251.3830671706,478715.25386081194
20,base,OSRM,586.3,861.2,2656933.8,519270.23396592715
20,base,OSRM / velocidad,547.421754212098,1001.2267082108164,2718424.7779998835,519270.23396592715
20,base,BPR / velocidad,547.4367144041722,1001.3979340267831,2719034.2292471724,519270.23396592715
20,base,BPR / velocidad + semáforos,642.0463406631424,1220.5827002156955,3238304.463213099,519270.23396592715
20,vista_hermosa,OSRM,865.6,1193.4,3616380.0,859987.7029839682
20,vista_hermosa,OSRM / velocidad,784.237170261363,1423.7111337801668,3694980.2725602146,859987.7029839682
20,vista_hermosa,BPR / velocidad,788.9985115592145,1431.045771375384,3713357.7485377835,859987.7029839682
20,vista_hermosa,BPR / velocidad + semáforos,996.7146028505026,1751.5677040926676,4573345.451521751,859987.7029839682
20,reforma,OSRM,587.4,868.4,2679347.5,497206.27351997513
20,reforma,OSRM / velocidad,550.0442546789435,1009.1337394399604,2741308.495823547,497206.27351997513
20,reforma,BPR / velocidad,550.153499930119,1009.4278355359554,2742051.888754623,497206.27351997513
20,reforma,BPR / velocidad + semáforos,638.0988028480474,1242.9612790307208,3239258.1622745977,497206.27351997513
21,base,OSRM,590.3,862.4,2703366.4000000004,531994.7304671893
21,base,OSRM / velocidad,548.4539429577072,1003.6138424205928,2765362.655585263,531994.7304671893
21,base,BPR / velocidad,548.4977696931626,1003.8198028324432,2765963.822152637,531994.7304671893
21,base,BPR / velocidad + semáforos,654.5781040402883,1221.415992171516,3297958.5526198265,531994.7304671893
21,vista_hermosa,OSRM,870.1,1200.0799999999992,3680763.3,889306.6043306093
21,vista_hermosa,OSRM / velocidad,795.9669275641012,1405.4071249305575,3763593.680302493,889306.6043306093
21,vista_hermosa,BPR / velocidad,799.1647213035467,1414.6241405068884,3784252.3174655437,889306.6043306093
21,vista_hermosa,BPR / velocidad + semáforos,1017.9484248677389,1762.6000486086755,4673558.921796153,889306.6043306093
21,reforma,OSRM,590.3,868.4,2725697.5,513748.66342961544
21,reforma,OSRM / velocidad,551.8177579244577,1021.9467580410131,2788116.6518426156,513748.66342961544
21,reforma,BPR / velocidad,551.9114365585153,1022.3056331463911,2788852.008955421,513748.66342961544
21,reforma,BPR / velocidad + semáforos,650.4844537622773,1236.529559877157,3302600.6723850365,513748.66342961544
22,base,OSRM,587.8,861.2,2596676.6,498105.7392780032
22,base,OSRM / velocidad,544.0231161071542,986.497537438438,2652305.087818158,498105.7392780032
22,base,BPR / velocidad,544.0378685189594,986.7410866600469,2653014.750507797,498105.7392780032
22,base,BPR / velocidad + semáforos,648.6542129656466,1192.8099714282569,3151120.4897857998,498105.7392780032
22,vista_hermosa,OSRM,866.7,1199.3,3537513.0999999996,839138.5826953165
22,vista_hermosa,OSRM / velocidad,785.457226251051,1417.9083057992411,3612259.0997344656,839138.5826953165
22,vista_hermosa,BPR / velocidad,791.6394482741822,1423.630005804991,3630762.477878687,839138.5826953165
22,vista_hermosa,BPR / velocidad + semáforos,1016.9434573976512,1734.1736361225087,4469901.060574003,839138.5826953165
22,reforma,OSRM,587.8,866.6,2616926.7,480573.0042835049
22,reforma,OSRM / velocidad,548.170588219017,997.0049992335319,2673164.1914161528,480573.0042835049
22,reforma,BPR / velocidad,548.3248807651239,997.1943405798734,2673981.8343608254,480573.0042835049
22,reforma,BPR / velocidad + semáforos,645.9882356987379,1219.022526038166,3154554.8386443304,480573.0042835049
23,base,OSRM,590.4,861.2,2679721.5,523939.0465087861
23,base,OSRM / velocidad,552.9042930811898,997.6382943561284,2750290.4879408116,523939.0465087861
23,base,BPR / velocidad,553.0464836787629,997.7103351041163,2750988.7865211433,523939.0465087861
23,base,BPR / velocidad + semáforos,658.9798433650161,1208.0491153903888,3274927.8330299295,523939.0465087861
23,vista_hermosa,OSRM,865.6,1193.4,3648091.7,887593.1375672991
23,vista_hermosa,OSRM / velocidad,791.9701337586854,1422.2773278484024,3740094.769565197,887593.1375672991
23,vista_hermosa,BPR / velocidad,796.1901632914265,1433.818326749417,3756254.9995014947,887593.1375672991
23,vista_hermosa,BPR / velocidad + semáforos,1021.4715448342461,1756.1316990119947,4643848.137068794,887593.1375672991
23,reforma,OSRM,590.4,866.7799999999991,2701944.6,500764.91966373334
23,reforma,OSRM / velocidad,557.1477156458136,1005.0975685678468,2773205.081872654,500764.91966373334
23,reforma,BPR / velocidad,557.1578374437238,1005.4179968045332,2774082.473956977,500764.91966373334
23,reforma,BPR / velocidad + semáforos,653.9955945449607,1232.3237118759212,3274847.393620711,500764.91966373334
24,base,OSRM,595.4,861.2,2664284.2,515349.727090438
24,base,OSRM / velocidad,556.3866890285609,979.6737289237514,2708096.598524049,515349.727090438
24,base,BPR / velocidad,556.585463002297,979.9927925956008,2708847.7950234944,515349.727090438
24,base,BPR / velocidad + semáforos,666.0106605125457,1190.3514098649496,3224197.5221139323,515349.727090438
24,vista_hermosa,OSRM,878.6,1184.5,3614630.3,862570.0851623795
24,vista_hermosa,OSRM / velocidad,797.2936689050672,1399.3424317735196,3680022.1821816736,862570.0851623795
24,vista_hermosa,BPR / velocidad,803.480683229519,1405.3464150263949,3700640.7293314086,862570.0851623795
