323710474,11712134227,0
323710670,11826395570,0
323711515,3831118392,0
323711515,8206781200,0
323722117,5965134377,0
323722117,6374572645,0
323722123,514599650,0
323722123,4072066290,0
323722402,8206781188,0
323722402,11702534769,0
323722405,582204080,0
323722405,9890753365,0
323722632,956215796,0
323722632,11738031191,0
323722636,1910321051,0
323722636,11702534780,0
323722857,5980077237,0
323722857,11800698191,0
323722859,1910321073,0
323722859,11738031188,0
323722861,956216150,0
323722861,1910321073,0
323722862,956215923,0
323722862,956216150,0
323722863,3831118413,0
323722863,12127658185,0
323723246,7118602899,0
323723246,11738031173,0
323723247,956216568,0
323723247,11738031171,0
323723249,956216568,0
323723249,7118716828,0
323723250,7118716818,0
323723250,11738031189,0
323723251,956216208,0
323723251,956216684,0
323723948,7118602903,0
323724858,4022255064,0
323724858,11583053025,0
323724860,4022255064,0
323724860,11738031176,0
323724861,956216334,0
323724861,11738031175,0
323724863,323724865,0
323724863,11738031177,0
323724865,323724863,0
323724865,323724867,0
323724867,323724865,0
323724867,956216727,0
410404357,410404363,0
410404357,5829693132,0
410404363,410404357,0
472345800,11800698195,0
472345800,11800698196,0
472345806,11800698195,0
472345806,11800698197,0
472345807,7118602899,0
472345807,11800698197,0
514599529,1910321037,0
514599529,6374572644,0
514599535,3033540190,0
514599535,11683583709,0
514599537,956215923,0
514599537,956216744,0
514599638,5965134377,0
514599638,6374572644,0
514599650,323722123,0
514599650,13352040357,0
514599652,1934261273,0
514599652,13352040356,0
514599655,2918745234,0
514599655,11484307110,0
514599676,2918745234,0
514599676,12214670562,0
514599764,2909911856,0
514599764,4000048958,0
514599766,4071874823,0
514599766,11683583709,0
514600187,2909911801,0
514600187,3033540219,0
514600199,514600283,0
514600199,3818204302,0
514600283,514600199,0
514600283,11826395570,0
514600304,514600333,0
514600304,11100744594,0
514600333,514600304,0
514600333,8203936984,0
582203178,6374578669,0
582203178,11234418239,0
582204080,323722405,0
582204080,956216141,0
582266326,2909911855,0
582266326,2918933359,0
956215796,323722632,0
956215796,11738031192,0
956215850,11738031172,0
956215850,11738031173,0
956215923,323722862,0
956215923,514599537,0
956216019,956216553,0
956216019,11738031192,0
956216107,956216174,0
956216107,8200306043,0
956216141,582204080,0
956216141,5980077237,0
956216150,323722861,0
956216150,323722862,0
956216174,956216107,0
956216174,4086765262,0
956216208,323723251,0
956216208,11738031190,0
956216334,323724861,0
956216334,5829693144,0
956216449,11738031185,0
956216449,11800698193,0
956216553,956216019,0
956216553,3831118416,0
956216568,323723247,0
956216568,323723249,0
956216684,323723251,0
956216684,11738031189,0
956216727,323724867,0
956216727,5829693132,0
956216744,514599537,0
956216744,11738031174,0
1272083639,11427798640,0
1272083639,11845926440,0
1910321011,4071910722,0
1910321011,5955123352,0
1910321037,514599529,0
1910321037,8206781189,0
1910321051,323722636,0
1910321051,6374572646,0
1910321073,323722859,0
1910321073,323722861,0
1934261273,514599652,0
1934261273,11484307110,0
2456198378,4071910720,0
2456198378,11113193915,0
2909911801,514600187,0
2909911801,3818204321,0
2909911810,3033540218,0
2909911810,8203936982,0
2909911816,11100744594,0
2909911816,12171122486,0
2909911819,2909911832,0
2909911819,11712164677,0
2909911832,2909911819,0
2909911832,8641067090,0
2909911834,2909911845,0
2909911834,3033540200,0
2909911839,2909911840,0
2909911839,2918933359,0
2909911840,2909911839,0
2909911840,2918933357,0
2909911845,2909911834,0
2909911845,3033540201,0
2909911847,3033540176,0
2909911847,3033540191,0
2909911855,582266326,0
2909911855,11826411769,0
2909911856,514599764,0
2909911856,11738008836,0
2909911865,3033540176,0
2909911865,3033540177,0
2918745234,514599655,0
2918745234,514599676,0
2918933353,4000048958,0
2918933353,4039100085,0
2918933355,2918933357,0
2918933355,12887219191,0
2918933357,2909911840,0
2918933357,2918933355,0
2918933359,582266326,0
2918933359,2909911839,0
2918933360,11683582083,0
2918933360,11738008836,0
3033540176,2909911847,0
3033540176,2909911865,0
3033540177,2909911865,0
3033540177,3033540190,0
3033540190,514599535,0
3033540190,3033540177,0
3033540191,2909911847,0
3033540191,3033540200,0
3033540200,2909911834,0
3033540200,3033540191,0
3033540201,2909911845,0
3033540201,3033540210,0
3033540210,3033540201,0
3033540210,11712164677,0
3033540218,2909911810,0
3033540218,11712164676,0
3033540219,514600187,0
3033540219,8203936982,0
3818204295,11712134256,0
3818204295,11712134261,0
3818204302,514600199,0
3818204302,8203936984,0
3818204321,2909911801,0
3818204321,11712134227,0
3831118392,323711515,0
3831118392,11826395569,0
3831118413,323722863,0
3831118413,11738031174,0
3831118416,956216553,0
3831118416,6374578667,0
4000048958,514599764,0
4000048958,2918933353,0
4022255064,323724858,0
4022255064,323724860,0
4022255065,11738031175,0
4022255065,11738031176,0
4039100085,2918933353,0
4039100085,8200306043,0
4040425579,5955123352,0
4040425579,11106948390,0
4040425580,6374572646,0
4040425580,11234418239,0
4071874823,514599766,0
4071874823,12214670554,0
4071910720,2456198378,0
4071910720,11780899382,0
4071910722,1910321011,0
4071910722,11910359673,0
4072066290,323722123,0
4072066290,8206781189,0
4086765261,4086765262,0
4086765261,11845926440,0
4086765262,956216174,0
4086765262,4086765261,0
5122912891,11427798640,0
5122912891,11702534769,0
5237974604,11712134264,0
5237974604,11712164686,0
5829693132,410404357,0
5829693132,956216727,0
5829693144,956216334,0
5829693144,5829693155,0
5829693155,5829693144,0
5829693155,11738031177,0
5955123352,1910321011,0
5955123352,4040425579,0
5965134377,323722117,0
5965134377,514599638,0
5980077237,323722857,0
5980077237,956216141,0
6374572644,514599529,0
6374572644,514599638,0
6374572645,323722117,0
6374572645,11702534780,0
6374572646,1910321051,0
6374572646,4040425580,0
6374578666,6374578667,0
6374578666,6374578670,0
6374578667,3831118416,0
6374578667,6374578666,0
6374578668,6374578670,0
6374578668,11551890247,0
6374578669,582203178,0
6374578669,11551890247,0
6374578670,6374578666,0
6374578670,6374578668,0
7118602897,7118602903,0
7118602897,11800698196,0
7118602899,323723246,0
7118602899,472345807,0
7118602903,323723948,0
7118602903,7118602897,0
7118716818,323723250,0
7118716818,7118716828,0
7118716828,323723249,0
7118716828,7118716818,0
8200306043,956216107,0
8200306043,4039100085,0
8203936982,2909911810,0
8203936982,3033540219,0
8203936984,514600333,0
8203936984,3818204302,0
8206781188,323722402,0
8206781188,11910359673,0
8206781189,1910321037,0
8206781189,4072066290,0
8206781200,323711515,0
8206781200,11712134264,0
8641067090,2909911832,0
8641067090,11712164676,0
9890753365,323722405,0
9890753365,11106948390,0
11100744594,514600304,0
11100744594,2909911816,0
11106948390,4040425579,0
11106948390,9890753365,0
11113193915,2456198378,0
11113193915,12887219191,0
11234418238,11800698190,0
11234418238,11800698192,0
11234418239,582203178,0
11234418239,4040425580,0
11427798640,1272083639,0
11427798640,5122912891,0
11484307110,514599655,0
11484307110,1934261273,0
11551890247,6374578668,0
11551890247,6374578669,0
11583053025,323724858,0
11583053025,12127658185,0
11683582083,2918933360,0
11683582083,11826411769,0
11683583709,514599535,0
11683583709,514599766,0
11702534769,323722402,0
11702534769,5122912891,0
11702534780,323722636,0
11702534780,6374572645,0
11712134227,323710474,0
11712134227,3818204321,0
11712134256,3818204295,0
11712134256,12171122486,0
11712134261,3818204295,0
11712134261,11826395569,0
11712134264,5237974604,0
11712134264,8206781200,0
11712164676,3033540218,0
11712164676,8641067090,0
11712164677,2909911819,0
11712164677,3033540210,0
11712164686,5237974604,0
11712164686,11780899382,0
11738008836,2909911856,0
11738008836,2918933360,0
11738031171,323723247,0
11738031171,11738031172,0
11738031172,956215850,0
11738031172,11738031171,0
11738031173,323723246,0
11738031173,956215850,0
11738031174,956216744,0
11738031174,3831118413,0
11738031175,323724861,0
11738031175,4022255065,0
11738031176,323724860,0
11738031176,4022255065,0
11738031177,323724863,0
11738031177,5829693155,0
11738031182,11738031183,0
11738031182,11738031186,0
11738031183,11738031182,0
11738031183,11738031184,0
11738031184,11738031183,0
11738031184,11738031185,0
11738031185,956216449,0
11738031185,11738031184,0
11738031186,11738031182,0
11738031186,11738031187,0
11738031187,11738031186,0
11738031187,11738031188,0
11738031188,323722859,0
11738031188,11738031187,0
11738031189,323723250,0
11738031189,956216684,0
11738031190,956216208,0
11738031190,11738031191,0
11738031191,323722632,0
11738031191,11738031190,0
11738031192,956215796,0
11738031192,956216019,0
11780899382,4071910720,0
11780899382,11712164686,0
11800698190,11234418238,0
11800698190,11800698191,0
11800698191,323722857,0
11800698191,11800698190,0
11800698192,11234418238,0
11800698192,11800698193,0
11800698193,956216449,0
11800698193,11800698192,0
11800698195,472345800,0
11800698195,472345806,0
11800698196,472345800,0
11800698196,7118602897,0
11800698197,472345806,0
11800698197,472345807,0
11826395569,3831118392,0
11826395569,11712134261,0
11826395570,323710670,0
11826395570,514600283,0
11826411769,2909911855,0
11826411769,11683582083,0
11845926440,1272083639,0
11845926440,4086765261,0
11910359673,4071910722,0
11910359673,8206781188,0
12127658185,323722863,0
12127658185,11583053025,0
12171122486,2909911816,0
12171122486,11712134256,0
12214670554,4071874823,0
12214670554,12214670562,0
12214670562,514599676,0
12214670562,12214670554,0
12887219191,2918933355,0
12887219191,11113193915,0
13352040356,514599652,0
13352040356,13352040357,0
13352040357,514599650,0
13352040357,13352040356,0
