replica,escenario,fuente,metodo,demanda,vehiculos,comparables,p_sin_ruta,p_sin_ruta_base,aceptacion_nh,vc_max,mediana_base,mediana_escenario,p95_base,p95_escenario,red_total_base,red_total_escenario,libre_mediana_base,libre_mediana_escenario,libre_p95_base,libre_p95_escenario,libre_red_total_base,libre_red_total_escenario
20,vista_hermosa,pcg64,polar,1.0,5103,5103,0.0,0.0,0.7367889113485417,1.49640584222382,642.0463406631424,996.7146028505026,1220.5827002156955,1751.5677040926676,3238304.463213099,4573345.451521751,586.3,865.6,861.2,1193.4,2656933.8,3616380.0
20,reforma,pcg64,polar,1.0,5103,5103,0.0,0.0,0.7367889113485417,0.6809263765736678,642.0463406631424,638.0988028480474,1220.5827002156955,1242.9612790307208,3238304.463213099,3239258.1622745977,586.3,587.4,861.2,868.4,2656933.8,2679347.5
21,base,pcg64,polar,1.0,5169,5169,0.0,0.0,0.7398024903392014,0.6386064730236656,654.5781040402883,654.5781040402883,1221.415992171516,1221.415992171516,3297958.5526198265,3297958.5526198265,590.3,590.3,862.4,862.4,2703366.4000000004,2703366.4000000004
21,vista_hermosa,pcg64,polar,1.0,5169,5169,0.0,0.0,0.7398024903392014,1.5669727853367112,654.5781040402883,1017.9484248677389,1221.415992171516,1762.6000486086755,3297958.5526198265,4673558.921796153,590.3,870.1,862.4,1200.0799999999992,2703366.4000000004,3680763.3
21,reforma,pcg64,polar,1.0,5169,5169,0.0,0.0,0.7398024903392014,0.6386064730236656,654.5781040402883,650.4844537622773,1221.415992171516,1236.529559877157,3297958.5526198265,3302600.6723850365,590.3,590.3,862.4,868.4,2703366.4000000004,2725697.5
22,base,pcg64,polar,1.0,4996,4996,0.0,0.0,0.7310506292069067,0.5911731865184727,648.6542129656466,648.6542129656466,1192.8099714282569,1192.8099714282569,3151120.4897857998,3151120.4897857998,587.8,587.8,861.2,861.2,2596676.6,2596676.6
22,vista_hermosa,pcg64,polar,1.0,4996,4996,0.0,0.0,0.7310506292069067,1.4720170829815786,648.6542129656466,1016.9434573976512,1192.8099714282569,1734.1736361225087,3151120.4897857998,4469901.060574003,587.8,866.7,861.2,1199.3,2596676.6,3537513.0999999996
22,reforma,pcg64,polar,1.0,4996,4996,0.0,0.0,0.7310506292069067,0.5911731865184727,648.6542129656466,645.9882356987379,1192.8099714282569,1219.022526038166,3151120.4897857998,3154554.8386443304,587.8,587.8,861.2,866.6,2596676.6,2616926.7
23,base,pcg64,polar,1.0,5119,5119,0.0,0.0,0.7345386712584302,0.6112332395163229,658.9798433650161,658.9798433650161,1208.0491153903888,1208.0491153903888,3274927.8330299295,3274927.8330299295,590.4,590.4,861.2,861.2,2679721.5,2679721.5
23,vista_hermosa,pcg64,polar,1.0,5119,5119,0.0,0.0,0.7345386712584302,1.3486456932538078,658.9798433650161,1021.4715448342461,1208.0491153903888,1756.1316990119947,3274927.8330299295,4643848.137068794,590.4,865.6,861.2,1193.4,2679721.5,3648091.7
23,reforma,pcg64,polar,1.0,5119,5119,0.0,0.0,0.7345386712584302,0.6610183454063088,658.9798433650161,653.9955945449607,1208.0491153903888,1232.3237118759212,3274927.8330299295,3274847.393620711,590.4,590.4,861.2,866.7799999999991,2679721.5,2701944.6
24,base,pcg64,polar,1.0,5083,5083,0.0,0.0,0.7373078038874383,0.8411868103160665,666.0106605125457,666.0106605125457,1190.3514098649496,1190.3514098649496,3224197.5221139323,3224197.5221139323,595.4,595.4,861.2,861.2,2664284.2,2664284.2
24,vista_hermosa,pcg64,polar,1.0,5083,5083,0.0,0.0,0.7373078038874383,1.5865782587949802,666.0106605125457,1024.0142973055763,1190.3514098649496,1734.0835565584803,3224197.5221139323,4563210.814493788,595.4,878.6,861.2,1184.5,2664284.2,3614630.3
24,reforma,pcg64,polar,1.0,5083,5083,0.0,0.0,0.7373078038874383,0.8411868103160665,666.0106605125457,659.7870711020448,1190.3514098649496,1218.9111056283377,3224197.5221139323,3223117.491401909,595.4,595.4,861.2,866.6,2664284.2,2686020.5
25,base,pcg64,polar,1.0,5087,5087,0.0,0.0,0.7359664351851852,0.7101401865506688,644.1851481319084,644.1851481319084,1217.325775269567,1217.325775269567,3213983.032043932,3213983.032043932,588.3,588.3,868.31,868.31,2660971.2,2660971.2
25,vista_hermosa,pcg64,polar,1.0,5087,5087,0.0,0.0,0.7359664351851852,1.4411888551584884,644.1851481319084,982.7390743931126,1217.325775269567,1754.5861408743451,3213983.032043932,4542773.535112792,588.3,865.7,868.31,1193.4,2660971.2,3598607.6
25,reforma,pcg64,polar,1.0,5087,5087,0.0,0.0,0.7359664351851852,0.721405971349153,644.1851481319084,642.4666430327353,1217.325775269567,1228.9388509406583,3213983.032043932,3213340.7616008725,588.3,588.3,868.31,879.1,2660971.2,2681653.5
26,base,pcg64,polar,1.0,5085,5085,0.0,0.0,0.7428780131482834,0.6361379151344365,651.3399252749385,651.3399252749385,1221.4847632366589,1221.4847632366589,3227357.818193772,3227357.818193772,587.8,587.8,868.1,868.1,2653956.8,2653956.8
26,vista_hermosa,pcg64,polar,1.0,5085,5085,0.0,0.0,0.7428780131482834,1.4823062160453235,651.3399252749385,1012.166376794349,1221.4847632366589,1740.6634407182548,3227357.818193772,4537456.129843246,587.8,865.6,868.1,1193.4,2653956.8,3585481.0
26,reforma,pcg64,polar,1.0,5085,5085,0.0,0.0,0.7428780131482834,0.6361379151344365,651.3399252749385,645.704763612438,1221.4847632366589,1250.3263702236018,3227357.818193772,3230312.8015968106,587.8,587.8,868.1,873.4,2653956.8,2676680.7
27,base,pcg64,polar,1.0,5008,5008,0.0,0.0,0.7357132363743205,0.541702789304337,635.1560226444385,635.1560226444385,1198.456007949381,1198.456007949381,3139943.627111326,3139943.627111326,586.3,586.3,862.4,862.4,2598226.1,2598226.1
27,vista_hermosa,pcg64,polar,1.0,5008,5008,0.0,0.0,0.7357132363743205,1.6824411684399871,635.1560226444385,992.8217953688581,1198.456007949381,1747.0534002452387,3139943.627111326,4456880.463175658,586.3,862.1,862.4,1193.4,2598226.1,3534120.1
27,reforma,pcg64,polar,1.0,5008,5008,0.0,0.0,0.7357132363743205,0.6351797965871606,635.1560226444385,630.140845383492,1198.456007949381,1228.9007422901477,3139943.627111326,3146512.2075506942,586.3,587.4,862.4,872.0349999999986,2598226.1,2619121.7
28,base,pcg64,polar,1.0,5047,5047,0.0,0.0,0.7290192113245703,0.5831773867913741,653.979610279437,653.979610279437,1200.481302223551,1200.481302223551,3211050.8628801806,3211050.8628801806,589.7,589.7,861.2,861.2,2640797.1,2640797.1
28,vista_hermosa,pcg64,polar,1.0,5047,5047,0.0,0.0,0.7290192113245703,1.3037048441974377,653.979610279437,1025.1524576547397,1200.481302223551,1748.7327764269658,3211050.8628801806,4557723.768177345,589.7,871.4,861.2,1193.4,2640797.1,3596524.3
28,reforma,pcg64,polar,1.0,5047,5047,0.0,0.0,0.7290192113245703,0.6061863434545259,653.979610279437,649.9391929372848,1200.481302223551,1217.9403748722143,3211050.8628801806,3208862.850453968,589.7,589.7,861.2,868.4,2640797.1,2662156.3
29,base,pcg64,polar,1.0,5030,5030,0.0,0.0,0.7384028185554903,0.5754281090472667,644.1179513366658,644.1179513366658,1200.97673381113,1200.97673381113,3179221.619913024,3179221.619913024,582.2,582.2,858.5,858.5,2617602.9000000004,2617602.9000000004
29,vista_hermosa,pcg64,polar,1.0,5030,5030,0.0,0.0,0.7384028185554903,1.3858647758192932,644.1179513366658,994.4391929926196,1200.97673381113,1734.6231991245913,3179221.619913024,4477804.675979621,582.2,863.85,858.5,1184.5,2617602.9000000004,3548396.8
29,reforma,pcg64,polar,1.0,5030,5030,0.0,0.0,0.7384028185554903,0.6003464708821836,644.1179513366658,640.0433313957062,1200.97673381113,1215.9682505721948,3179221.619913024,3174873.7978533665,582.2,587.4,858.5,862.4,2617602.9000000004,2639603.3
0,base,pcg64,rechazo,1.0,5079,5079,0.0,0.0,0.7401632177207811,0.71068734423065,649.6775464573352,649.6775464573352,1205.662421351937,1205.662421351937,3228336.312753012,3228336.312753012,587.8,587.8,861.3199999999994,861.3199999999994,2648484.0999999996,2648484.0999999996
0,vista_hermosa,pcg64,rechazo,1.0,5079,5079,0.0,0.0,0.7401632177207811,1.3867907148805503,649.6775464573352,1011.0313726605024,1205.662421351937,1762.7288732287504,3228336.312753012,4590516.935204683,587.8,878.1,861.3199999999994,1193.4,2648484.0999999996,3615337.0999999996
0,reforma,pcg64,rechazo,1.0,5079,5079,0.0,0.0,0.7401632177207811,0.71068734423065,649.6775464573352,647.9579621700598,1205.662421351937,1232.408540435013,3228336.312753012,3233674.145824845,587.8,587.8,861.3199999999994,868.4,2648484.0999999996,2669511.9000000004
1,base,pcg64,rechazo,1.0,5049,5049,0.0,0.0,0.7309975387288258,0.6859119821700003,646.4802717827359,646.4802717827359,1219.6547117559055,1219.6547117559055,3213442.586594832,3213442.586594832,590.3,590.3,862.4,862.4,2653251.6,2653251.6
1,vista_hermosa,pcg64,rechazo,1.0,5049,5049,0.0,0.0,0.7309975387288258,1.2963126067361586,646.4802717827359,1010.5532952248541,1219.6547117559055,1755.6504422820483,3213442.586594832,4547653.272171489,590.3,866.7,862.4,1200.6,2653251.6,3603980.8
1,reforma,pcg64,rechazo,1.0,5049,5049,0.0,0.0,0.7309975387288258,0.6859119821700003,646.4802717827359,642.0520808462393,1219.6547117559055,1242.0763536210216,3213442.586594832,3214526.8865715354,590.3,590.3,862.4,873.4,2653251.6,2675191.7
2,base,pcg64,rechazo,1.0,5076,5076,0.0,0.0,0.7376834762389187,0.9477652397542398,642.9842460337716,642.9842460337716,1191.7129734512155,1191.7129734512155,3213358.323923366,3213358.323923366,590.3499999999999,590.3499999999999,859.925,859.925,2659622.8,2659622.8
2,vista_hermosa,pcg64,rechazo,1.0,5076,5076,0.0,0.0,0.7376834762389187,1.4120605034921005,642.9842460337716,1005.2105838528656,1191.7129734512155,1757.9404580808252,3213358.323923366,4556918.920186966,590.3499999999999,868.4000000000001,859.925,1199.3,2659622.8,3618335.4
2,reforma,pcg64,rechazo,1.0,5076,5076,0.0,0.0,0.7376834762389187,0.9477652397542398,642.9842460337716,638.6746948680666,1191.7129734512155,1205.1244409561093,3213358.323923366,3212375.6800431395,590.3499999999999,590.3499999999999,859.925,868.4,2659622.8,2680316.0
3,base,pcg64,rechazo,1.0,5157,5157,0.0,0.0,0.7422279792746114,0.6532968637176283,649.0480336765214,649.0480336765214,1194.4732868757192,1194.4732868757192,3263974.8281006753,3263974.8281006753,589.7,589.7,868.1,868.1,2698522.7,2698522.7
3,vista_hermosa,pcg64,rechazo,1.0,5157,5157,0.0,0.0,0.7422279792746114,1.6054618643969916,649.0480336765214,1006.3449087971314,1194.4732868757192,1753.7501935580722,3263974.8281006753,4633839.842576794,589.7,879.0,868.1,1184.5,2698522.7,3665649.9
3,reforma,pcg64,rechazo,1.0,5157,5157,0.0,0.0,0.7422279792746114,0.6532968637176283,649.0480336765214,643.5675257880318,1194.4732868757192,1210.6322366980025,3263974.8281006753,3260335.357626189,589.7,589.7,868.1,879.1,2698522.7,2720695.2
4,base,pcg64,rechazo,1.0,5105,5105,0.0,0.0,0.7351670506912442,0.6304298340080512,664.1347876323507,664.1347876323507,1205.674682105563,1205.674682105563,3274276.729350255,3274276.729350255,592.4,592.4,862.4,862.4,2699501.5999999996,2699501.5999999996
4,vista_hermosa,pcg64,rechazo,1.0,5105,5105,0.0,0.0,0.7351670506912442,1.4780498347804902,664.1347876323507,1023.3482226227665,1205.674682105563,1753.9908229118132,3274276.729350255,4667853.1406188905,592.4,879.0,862.4,1200.6,2699501.5999999996,3697456.9000000004
4,reforma,pcg64,rechazo,1.0,5105,5105,0.0,0.0,0.7351670506912442,0.7609022846853903,664.1347876323507,656.4452747448669,1205.674682105563,1232.3957539731907,3274276.729350255,3273583.433163232,592.4,592.4,862.4,868.4,2699501.5999999996,2720917.8000000003
5,base,pcg64,rechazo,1.0,4956,4956,0.0,0.0,0.7347664936990363,0.6702745453554038,657.2338597326006,657.2338597326006,1201.1471184855561,1201.1471184855561,3179349.031617177,3179349.031617177,597.1,597.1,862.4,862.4,2618709.9000000004,2618709.9000000004
5,vista_hermosa,pcg64,rechazo,1.0,4956,4956,0.0,0.0,0.7347664936990363,1.4289967191285724,657.2338597326006,1034.269315025317,1201.1471184855561,1745.9886303600047,3179349.031617177,4524668.862955432,597.1,881.7,862.4,1199.3,2618709.9000000004,3566023.1999999997
5,reforma,pcg64,rechazo,1.0,4956,4956,0.0,0.0,0.7347664936990363,0.7751162186048253,657.2338597326006,653.970039615646,1201.1471184855561,1231.766989611821,3179349.031617177,3179872.9652619516,597.1,597.1,862.4,868.4,2618709.9000000004,2639435.1
6,base,pcg64,rechazo,1.0,5062,5062,0.0,0.0,0.7363980215304045,0.6129520780415827,645.0490312880297,645.0490312880297,1205.147380628947,1205.147380628947,3229570.1687719487,3229570.1687719487,586.3,586.3,862.4,862.4,2652410.3,2652410.3
6,vista_hermosa,pcg64,rechazo,1.0,5062,5062,0.0,0.0,0.7363980215304045,1.555993634591986,645.0490312880297,1016.5300211047834,1205.147380628947,1787.3015865710724,3229570.1687719487,4612744.725607103,586.3,878.6,862.4,1202.6,2652410.3,3642899.4000000004
6,reforma,pcg64,rechazo,1.0,5062,5062,0.0,0.0,0.7363980215304045,0.6129520780415827,645.0490312880297,641.792879311603,1205.147380628947,1232.9933907698155,3229570.1687719487,3233716.985884292,586.3,587.4,862.4,869.5,2652410.3,2673588.5
7,base,pcg64,rechazo,1.0,5106,5106,0.0,0.0,0.74032187907786,0.6475153609588435,645.3565975270537,645.3565975270537,1221.3657159068462,1221.3657159068462,3243951.5525969695,3243951.5525969695,587.8,587.8,868.4,868.4,2673820.0,2673820.0
7,vista_hermosa,pcg64,rechazo,1.0,5106,5106,0.0,0.0,0.74032187907786,1.566860758788547,645.3565975270537,1004.8808497542525,1221.3657159068462,1769.642208090908,3243951.5525969695,4586112.458904449,587.8,870.1,868.4,1199.3,2673820.0,3630351.0999999996
7,reforma,pcg64,rechazo,1.0,5106,5106,0.0,0.0,0.74032187907786,0.6475153609588435,645.3565975270537,640.8797804190879,1221.3657159068462,1226.543538567179,3243951.5525969695,3246464.661579617,587.8,587.8,868.4,884.2,2673820.0,2696190.8
8,base,pcg64,rechazo,1.0,5357,5357,0.0,0.0,0.7525990446754707,0.663661900511143,651.456915244361,651.456915244361,1222.8969803819123,1222.8969803819123,3425484.380934897,3425484.380934897,590.4,590.4,868.1,868.1,2816970.5999999996,2816970.5999999996
8,vista_hermosa,pcg64,rechazo,1.0,5357,5357,0.0,0.0,0.7525990446754707,1.547589907881752,651.456915244361,1018.2390177752234,1222.8969803819123,1779.4354312268615,3425484.380934897,4874276.379047441,590.4,871.4,868.1,1200.6,2816970.5999999996,3830793.0
8,reforma,pcg64,rechazo,1.0,5357,5357,0.0,0.0,0.7525990446754707,0.6963981289854119,651.456915244361,646.3629557412638,1222.8969803819123,1241.0804051256748,3425484.380934897,3429215.5764068402,590.4,590.4,868.1,873.4,2816970.5999999996,2839307.7
9,base,pcg64,rechazo,1.0,5194,5194,0.0,0.0,0.7427427427427428,0.7093701825859116,656.272197254294,656.272197254294,1203.0366608863037,1203.0366608863037,3311265.0752263884,3311265.0752263884,590.3,590.3,861.2,861.2,2725126.3,2725126.3
9,vista_hermosa,pcg64,rechazo,1.0,5194,5194,0.0,0.0,0.7427427427427428,1.5753122436568308,656.272197254294,1015.4436827982975,1203.0366608863037,1754.6896662620277,3311265.0752263884,4690382.729134779,590.3,865.6,861.2,1193.4,2725126.3,3705765.3000000003
9,reforma,pcg64,rechazo,1.0,5194,5194,0.0,0.0,0.7427427427427428,0.7093701825859116,656.272197254294,651.9228894711075,1203.0366608863037,1231.1645501653225,3311265.0752263884,3312585.5143348672,590.3,590.3,861.2,873.4,2725126.3,2747653.8
10,base,pcg64,rechazo,1.0,5161,5161,0.0,0.0,0.7460248626770744,0.5731730699107127,641.2102965446707,641.2102965446707,1198.441831979639,1198.441831979639,3256926.5125851166,3256926.5125851166,586.3,586.3,861.2,861.2,2680781.5,2680781.5
10,vista_hermosa,pcg64,rechazo,1.0,5161,5161,0.0,0.0,0.7460248626770744,1.3711099887417009,641.2102965446707,999.57396568647,1198.441831979639,1760.1756433572891,3256926.5125851166,4596183.481425374,586.3,861.5,861.2,1193.4,2680781.5,3631440.8
10,reforma,pcg64,rechazo,1.0,5161,5161,0.0,0.0,0.7460248626770744,0.5731730699107127,641.2102965446707,640.0326823970717,1198.441831979639,1220.7143729905426,3256926.5125851166,3258631.4765532305,586.3,587.4,861.2,869.5,2680781.5,2702396.3
11,base,pcg64,rechazo,1.0,4998,4998,0.0,0.0,0.7390211444625167,0.6328828200668346,638.4613850421454,638.4613850421454,1210.9884996861283,1210.9884996861283,3150627.576350984,3150627.576350984,582.2,582.2,868.1,868.1,2606899.0,2606899.0
11,vista_hermosa,pcg64,rechazo,1.0,4998,4998,0.0,0.0,0.7390211444625167,1.264897699019702,638.4613850421454,998.3964301305525,1210.9884996861283,1757.1484637717629,3150627.576350984,4441608.62969177,582.2,861.5,868.1,1199.3,2606899.0,3529902.5
11,reforma,pcg64,rechazo,1.0,4998,4998,0.0,0.0,0.7390211444625167,0.6328828200668346,638.4613850421454,635.5316617748301,1210.9884996861283,1238.8142621743184,3150627.576350984,3158346.9820360546,582.2,587.4,868.1,879.1,2606899.0,2627402.9
12,base,pcg64,rechazo,1.0,5202,5202,0.0,0.0,0.7474137931034482,0.7755274366679229,658.07451701316,658.07451701316,1204.7591778488857,1204.7591778488857,3306358.4813566133,3306358.4813566133,590.4,590.4,861.1149999999998,861.1149999999998,2722458.9,2722458.9
12,vista_hermosa,pcg64,rechazo,1.0,5202,5202,0.0,0.0,0.7474137931034482,1.573541016965157,658.07451701316,1012.7945598056681,1204.7591778488857,1761.0612272369044,3306358.4813566133,4683572.425664153,590.4,866.7,861.1149999999998,1199.3,2722458.9,3695864.0
12,reforma,pcg64,rechazo,1.0,5202,5202,0.0,0.0,0.7474137931034482,0.7755274366679229,658.07451701316,650.5371617720195,1204.7591778488857,1229.217030011257,3306358.4813566133,3310051.900463149,590.4,590.4,861.1149999999998,868.4,2722458.9,2743908.2
13,base,pcg64,rechazo,1.0,5023,5023,0.0,0.0,0.7348939283101682,0.6129314000835644,649.9474236110293,649.9474236110293,1215.692893843227,1215.692893843227,3189936.6268362897,3189936.6268362897,592.4,592.4,868.1,868.1,2629224.6999999997,2629224.6999999997
13,vista_hermosa,pcg64,rechazo,1.0,5023,5023,0.0,0.0,0.7348939283101682,1.4332386851599983,649.9474236110293,1006.3633766370398,1215.692893843227,1731.6126762310741,3189936.6268362897,4490188.259014274,592.4,865.6,868.1,1184.5,2629224.6999999997,3547663.9000000004
13,reforma,pcg64,rechazo,1.0,5023,5023,0.0,0.0,0.7348939283101682,0.6412708793308244,649.9474236110293,644.2778613876665,1215.692893843227,1234.6669353462823,3189936.6268362897,3192090.6197672356,592.4,592.4,868.1,879.1,2629224.6999999997,2651634.5
14,base,pcg64,rechazo,1.0,5107,5107,0.0,0.0,0.7445691791806386,0.7453303056995401,655.1991400808097,655.1991400808097,1205.6331094490708,1205.6331094490708,3237667.5441557383,3237667.5441557383,587.8,587.8,861.2,861.2,2675153.5,2675153.5
14,vista_hermosa,pcg64,rechazo,1.0,5107,5107,0.0,0.0,0.7445691791806386,1.7161416395776699,655.1991400808097,1011.9100736422203,1205.6331094490708,1751.4620668347316,3237667.5441557383,4611226.142077827,587.8,878.6,861.2,1200.6,2675153.5,3651549.2
14,reforma,pcg64,rechazo,1.0,5107,5107,0.0,0.0,0.7445691791806386,0.7453303056995401,655.1991400808097,648.76291666467,1205.6331094490708,1227.520255284129,3237667.5441557383,3236469.6389287943,587.8,587.8,861.2,862.4,2675153.5,2696400.1
15,base,pcg64,rechazo,1.0,5042,5042,0.0,0.0,0.7359509560648081,0.6339262564884215,659.2291945340489,659.2291945340489,1205.0863293275083,1205.0863293275083,3243327.2705538636,3243327.2705538636,591.4,591.4,868.1,868.1,2671646.5,2671646.5
15,vista_hermosa,pcg64,rechazo,1.0,5042,5042,0.0,0.0,0.7359509560648081,1.3903410138661663,659.2291945340489,1025.8469569732192,1205.0863293275083,1745.8705010997546,3243327.2705538636,4588442.854780285,591.4,879.6,868.1,1200.6,2671646.5,3629272.4000000004
15,reforma,pcg64,rechazo,1.0,5042,5042,0.0,0.0,0.7359509560648081,0.7913441859519893,659.2291945340489,654.9177817571799,1205.0863293275083,1221.2992680496577,3243327.2705538636,3242751.6591987945,591.4,591.4,868.1,873.4,2671646.5,2693016.9000000004
16,base,pcg64,rechazo,1.0,5216,5216,0.0,0.0,0.7458887458887459,0.6229484589131279,664.776115706203,664.776115706203,1209.044848590469,1209.044848590469,3355619.833971752,3355619.833971752,593.9,593.9,859.5,859.5,2761474.5,2761474.5
16,vista_hermosa,pcg64,rechazo,1.0,5216,5216,0.0,0.0,0.7458887458887459,1.889818495674891,664.776115706203,1024.892100656313,1209.044848590469,1755.2362401989467,3355619.833971752,4766869.766760614,593.9,878.8,859.5,1200.6,2761474.5,3758244.5
16,reforma,pcg64,rechazo,1.0,5216,5216,0.0,0.0,0.7458887458887459,0.6310752403693297,664.776115706203,658.3517536434189,1209.044848590469,1227.6483760740225,3355619.833971752,3359788.092516016,593.9,593.9,859.5,866.6,2761474.5,2784786.4
17,base,pcg64,rechazo,1.0,5083,5083,0.0,0.0,0.7400990099009901,0.6783664765749138,643.2555993931765,643.2555993931765,1200.6348843307799,1200.6348843307799,3201630.716983636,3201630.716983636,586.3,586.3,862.4,862.4,2635448.3,2635448.3
17,vista_hermosa,pcg64,rechazo,1.0,5083,5083,0.0,0.0,0.7400990099009901,1.393017122033194,643.2555993931765,1009.8483558398632,1200.6348843307799,1765.517288841531,3201630.716983636,4561286.318655296,586.3,870.1,862.4,1200.6,2635448.3,3603334.4
17,reforma,pcg64,rechazo,1.0,5083,5083,0.0,0.0,0.7400990099009901,0.6936487074144577,643.2555993931765,639.7944841527677,1200.6348843307799,1227.2254501256607,3201630.716983636,3203503.4298917907,586.3,587.4,862.4,873.4,2635448.3,2656740.9000000004
18,base,pcg64,rechazo,1.0,5043,5043,0.0,0.0,0.7389010989010989,0.6431455301555143,656.6329111141158,656.6329111141158,1198.4758048715448,1198.4758048715448,3217181.6237873724,3217181.6237873724,590.4,590.4,862.4,862.4,2657584.6,2657584.6
18,vista_hermosa,pcg64,rechazo,1.0,5043,5043,0.0,0.0,0.7389010989010989,1.5810336453311216,656.6329111141158,1017.2175855930599,1198.4758048715448,1752.5131342315533,3217181.6237873724,4570134.2538704015,590.4,879.0,862.4,1184.5,2657584.6,3617441.9
18,reforma,pcg64,rechazo,1.0,5043,5043,0.0,0.0,0.7389010989010989,0.6859156153173813,656.6329111141158,651.8591222860713,1198.4758048715448,1219.322150583982,3217181.6237873724,3220624.030609707,590.4,590.4,862.4,868.4,2657584.6,2677859.7
19,base,pcg64,rechazo,1.0,4984,4984,0.0,0.0,0.7351032448377581,0.7556935153856617,665.0307738848377,665.0307738848377,1187.3862450504525,1187.3862450504525,3172385.1416432783,3172385.1416432783,590.4,590.4,861.2,861.2,2622585.2,2622585.2
19,vista_hermosa,pcg64,rechazo,1.0,4984,4984,0.0,0.0,0.7351032448377581,1.4428979627542187,665.0307738848377,1023.9557583117212,1187.3862450504525,1771.9049459341602,3172385.1416432783,4544432.3692124635,590.4,871.4,861.2,1200.6,2622585.2,3593194.0
19,reforma,pcg64,rechazo,1.0,4984,4984,0.0,0.0,0.7351032448377581,0.7556935153856617,665.0307738848377,657.9185112461587,1187.3862450504525,1214.2909857042075,3172385.1416432783,3170695.3467375888,590.4,590.4,861.2,868.4,2622585.2,2643693.6
20,base,pcg64,rechazo,1.0,5103,5103,0.0,0.0,0.7367889113485417,0.6712336960050737,639.3526252691875,639.3526252691875,1205.9180380756795,1205.9180380756795,3228189.902013952,3228189.902013952,586.3,586.3,861.2,861.2,2656933.8,2656933.8
20,vista_hermosa,pcg64,rechazo,1.0,5103,5103,0.0,0.0,0.7367889113485417,1.6700139901118596,639.3526252691875,1003.2797796344421,1205.9180380756795,1742.4652130683344,3228189.902013952,4577696.831965572,586.3,865.6,861.2,1193.4,2656933.8,3616380.0
20,reforma,pcg64,rechazo,1.0,5103,5103,0.0,0.0,0.7367889113485417,0.6712336960050737,639.3526252691875,636.3265021853061,1205.9180380756795,1220.9906763495778,3228189.902013952,3228041.931862496,586.3,587.4,861.2,868.4,2656933.8,2679347.5
21,base,pcg64,rechazo,1.0,5169,5169,0.0,0.0,0.7398024903392014,0.6074201995134667,658.4861568260351,658.4861568260351,1218.593478650455,1218.593478650455,3292673.653449511,3292673.653449511,590.3,590.3,862.4,862.4,2703366.4000000004,2703366.4000000004
21,vista_hermosa,pcg64,rechazo,1.0,5169,5169,0.0,0.0,0.7398024903392014,1.7833739294932034,658.4861568260351,1021.5497496427583,1218.593478650455,1754.834742743986,3292673.653449511,4669821.493974548,590.3,870.1,862.4,1200.0799999999992,2703366.4000000004,3680763.3
21,reforma,pcg64,rechazo,1.0,5169,5169,0.0,0.0,0.7398024903392014,0.6074201995134667,658.4861568260351,652.6701258370365,1218.593478650455,1239.3345783862094,3292673.653449511,3296559.8135250006,590.3,590.3,862.4,868.4,2703366.4000000004,2725697.5
22,base,pcg64,rechazo,1.0,4996,4996,0.0,0.0,0.7310506292069067,0.6296823711655257,643.1849935154067,643.1849935154067,1211.0110512428414,1211.0110512428414,3154033.2488730224,3154033.2488730224,587.8,587.8,861.2,861.2,2596676.6,2596676.6
22,vista_hermosa,pcg64,rechazo,1.0,4996,4996,0.0,0.0,0.7310506292069067,1.3408613387111517,643.1849935154067,1000.5546053195144,1211.0110512428414,1758.4665610584748,3154033.2488730224,4475334.750693395,587.8,866.7,861.2,1199.3,2596676.6,3537513.0999999996
22,reforma,pcg64,rechazo,1.0,4996,4996,0.0,0.0,0.7310506292069067,0.6296823711655257,643.1849935154067,640.3762109957703,1211.0110512428414,1241.5145237257395,3154033.2488730224,3157495.743967236,587.8,587.8,861.2,866.6,2596676.6,2616926.7
23,base,pcg64,rechazo,1.0,5119,5119,0.0,0.0,0.7345386712584302,0.7013845951468209,651.6501677301565,651.6501677301565,1201.2977401754629,1201.2977401754629,3244508.1694832854,3244508.1694832854,590.4,590.4,861.2,861.2,2679721.5,2679721.5
23,vista_hermosa,pcg64,rechazo,1.0,5119,5119,0.0,0.0,0.7345386712584302,1.363458257046624,651.6501677301565,1020.6065249346925,1201.2977401754629,1738.4214644523117,3244508.1694832854,4599787.305412954,590.4,865.6,861.2,1193.4,2679721.5,3648091.7
23,reforma,pcg64,rechazo,1.0,5119,5119,0.0,0.0,0.7345386712584302,0.7013845951468209,651.6501677301565,647.0864607857891,1201.2977401754629,1221.3237131733097,3244508.1694832854,3243208.0411623623,590.4,590.4,861.2,866.7799999999991,2679721.5,2701944.6
24,base,pcg64,rechazo,1.0,5083,5083,0.0,0.0,0.7373078038874383,0.7612558329088623,655.3763702136248,655.3763702136248,1196.3605162966792,1196.3605162966792,3238714.3733160645,3238714.3733160645,595.4,595.4,861.2,861.2,2664284.2,2664284.2
24,vista_hermosa,pcg64,rechazo,1.0,5083,5083,0.0,0.0,0.7373078038874383,1.5196847810923428,655.3763702136248,1012.8776757177164,1196.3605162966792,1754.140039597425,3238714.3733160645,4583986.498067281,595.4,878.6,861.2,1184.5,2664284.2,3614630.3
24,reforma,pcg64,rechazo,1.0,5083,5083,0.0,0.0,0.7373078038874383,0.7612558329088623,655.3763702136248,651.1686113676269,1196.3605162966792,1219.307895700129,3238714.3733160645,3236766.5907549905,595.4,595.4,861.2,866.6,2664284.2,2686020.5
