replica,escenario,fuente,metodo,demanda,vehiculos,comparables,p_sin_ruta,p_sin_ruta_base,aceptacion_nh,vc_max,mediana_base,mediana_escenario,p95_base,p95_escenario,red_total_base,red_total_escenario,libre_mediana_base,libre_mediana_escenario,libre_p95_base,libre_p95_escenario,libre_red_total_base,libre_red_total_escenario
10,vista_hermosa,pcg64,polar,1.0,5161,5161,0.0,0.0,0.7460248626770744,1.872571370951797,648.9592505778157,1007.3725510251332,1199.1434735343807,1748.5260169784565,3262162.1939491043,4605872.564237649,586.3,861.5,861.2,1193.4,2680781.5,3631440.8
10,reforma,pcg64,polar,1.0,5161,5161,0.0,0.0,0.7460248626770744,0.6568331193245167,648.9592505778157,644.1994405626951,1199.1434735343807,1227.2824740687845,3262162.1939491043,3262188.247892459,586.3,587.4,861.2,869.5,2680781.5,2702396.3
11,base,pcg64,polar,1.0,4998,4998,0.0,0.0,0.7390211444625167,0.6957063593690326,642.0706547847144,642.0706547847144,1197.7458152446827,1197.7458152446827,3154194.1400346817,3154194.1400346817,582.2,582.2,868.1,868.1,2606899.0,2606899.0
11,vista_hermosa,pcg64,polar,1.0,4998,4998,0.0,0.0,0.7390211444625167,1.3258966220755826,642.0706547847144,997.1744427592962,1197.7458152446827,1728.8437401381282,3154194.1400346817,4449533.773800931,582.2,861.5,868.1,1199.3,2606899.0,3529902.5
11,reforma,pcg64,polar,1.0,4998,4998,0.0,0.0,0.7390211444625167,0.6957063593690326,642.0706547847144,634.8607028815362,1197.7458152446827,1220.618897421273,3154194.1400346817,3156031.6224968014,582.2,587.4,868.1,879.1,2606899.0,2627402.9
12,base,pcg64,polar,1.0,5202,5202,0.0,0.0,0.7474137931034482,0.8209422940764871,652.811723746789,652.811723746789,1193.9333266485971,1193.9333266485971,3289884.8025259636,3289884.8025259636,590.4,590.4,861.1149999999998,861.1149999999998,2722458.9,2722458.9
12,vista_hermosa,pcg64,polar,1.0,5202,5202,0.0,0.0,0.7474137931034482,1.442148273343561,652.811723746789,1005.9652578282421,1193.9333266485971,1751.9102734747846,3289884.8025259636,4646352.527502099,590.4,866.7,861.1149999999998,1199.3,2722458.9,3695864.0
12,reforma,pcg64,polar,1.0,5202,5202,0.0,0.0,0.7474137931034482,0.8209422940764871,652.811723746789,647.7403348704037,1193.9333266485971,1221.1912941272906,3289884.8025259636,3289841.1681702337,590.4,590.4,861.1149999999998,868.4,2722458.9,2743908.2
13,base,pcg64,polar,1.0,5023,5023,0.0,0.0,0.7348939283101682,0.631139731973596,652.9614875143054,652.9614875143054,1210.664919268611,1210.664919268611,3203659.381684009,3203659.381684009,592.4,592.4,868.1,868.1,2629224.6999999997,2629224.6999999997
13,vista_hermosa,pcg64,polar,1.0,5023,5023,0.0,0.0,0.7348939283101682,1.3381043568289328,652.9614875143054,1023.1456036862021,1210.664919268611,1732.9461182606578,3203659.381684009,4512684.141548759,592.4,865.6,868.1,1184.5,2629224.6999999997,3547663.9000000004
13,reforma,pcg64,polar,1.0,5023,5023,0.0,0.0,0.7348939283101682,0.6539194030643553,652.9614875143054,651.6343219810694,1210.664919268611,1229.8254271453472,3203659.381684009,3204882.381313705,592.4,592.4,868.1,879.1,2629224.6999999997,2651634.5
14,base,pcg64,polar,1.0,5107,5107,0.0,0.0,0.7445691791806386,0.6551290701328638,653.7971868078487,653.7971868078487,1197.4821615698443,1197.4821615698443,3245807.089792412,3245807.089792412,587.8,587.8,861.2,861.2,2675153.5,2675153.5
14,vista_hermosa,pcg64,polar,1.0,5107,5107,0.0,0.0,0.7445691791806386,1.6809182024105325,653.7971868078487,1014.652442918965,1197.4821615698443,1761.714206815273,3245807.089792412,4621084.965311663,587.8,878.6,861.2,1200.6,2675153.5,3651549.2
14,reforma,pcg64,polar,1.0,5107,5107,0.0,0.0,0.7445691791806386,0.6551290701328638,653.7971868078487,648.9634780189771,1197.4821615698443,1213.5393986317933,3245807.089792412,3239681.7308021258,587.8,587.8,861.2,862.4,2675153.5,2696400.1
15,base,pcg64,polar,1.0,5042,5042,0.0,0.0,0.7359509560648081,0.5950822687355417,663.4128679135346,663.4128679135346,1217.4044546025484,1217.4044546025484,3254401.4282260975,3254401.4282260975,591.4,591.4,868.1,868.1,2671646.5,2671646.5
15,vista_hermosa,pcg64,polar,1.0,5042,5042,0.0,0.0,0.7359509560648081,1.3309843783621023,663.4128679135346,1017.2373702525972,1217.4044546025484,1777.826963644334,3254401.4282260975,4602242.415159873,591.4,879.6,868.1,1200.6,2671646.5,3629272.4000000004
15,reforma,pcg64,polar,1.0,5042,5042,0.0,0.0,0.7359509560648081,0.742854375736985,663.4128679135346,658.3543633629479,1217.4044546025484,1231.0395283180844,3254401.4282260975,3249298.239680575,591.4,591.4,868.1,873.4,2671646.5,2693016.9000000004
16,base,pcg64,polar,1.0,5216,5216,0.0,0.0,0.7458887458887459,0.6714017853471439,665.2410879645593,665.2410879645593,1220.6692197961017,1220.6692197961017,3370706.794512896,3370706.794512896,593.9,593.9,859.5,859.5,2761474.5,2761474.5
16,vista_hermosa,pcg64,polar,1.0,5216,5216,0.0,0.0,0.7458887458887459,1.6767312294915373,665.2410879645593,1030.3130638009548,1220.6692197961017,1778.3073261523944,3370706.794512896,4778492.879344026,593.9,878.8,859.5,1200.6,2761474.5,3758244.5
16,reforma,pcg64,polar,1.0,5216,5216,0.0,0.0,0.7458887458887459,0.707111383893171,665.2410879645593,660.0829585737465,1220.6692197961017,1251.6696554465816,3370706.794512896,3375977.6644536946,593.9,593.9,859.5,866.6,2761474.5,2784786.4
17,base,pcg64,polar,1.0,5083,5083,0.0,0.0,0.7400990099009901,0.6493657980819744,642.8408727002229,642.8408727002229,1198.070093861399,1198.070093861399,3207165.5226987656,3207165.5226987656,586.3,586.3,862.4,862.4,2635448.3,2635448.3
17,vista_hermosa,pcg64,polar,1.0,5083,5083,0.0,0.0,0.7400990099009901,1.418490840893892,642.8408727002229,1016.131703814726,1198.070093861399,1765.977443525711,3207165.5226987656,4573239.73271168,586.3,870.1,862.4,1200.6,2635448.3,3603334.4
17,reforma,pcg64,polar,1.0,5083,5083,0.0,0.0,0.7400990099009901,0.6493657980819744,642.8408727002229,640.1808884837849,1198.070093861399,1227.3942814541344,3207165.5226987656,3206595.6059611677,586.3,587.4,862.4,873.4,2635448.3,2656740.9000000004
18,base,pcg64,polar,1.0,5043,5043,0.0,0.0,0.7389010989010989,0.7089649056024804,655.0436045545417,655.0436045545417,1198.5001475804465,1198.5001475804465,3213837.7519015213,3213837.7519015213,590.4,590.4,862.4,862.4,2657584.6,2657584.6
18,vista_hermosa,pcg64,polar,1.0,5043,5043,0.0,0.0,0.7389010989010989,1.4525645363041324,655.0436045545417,1014.2626215034043,1198.5001475804465,1738.689430940494,3213837.7519015213,4560995.706437564,590.4,879.0,862.4,1184.5,2657584.6,3617441.9
18,reforma,pcg64,polar,1.0,5043,5043,0.0,0.0,0.7389010989010989,0.7089649056024804,655.0436045545417,650.826803714498,1198.5001475804465,1214.4970197949935,3213837.7519015213,3210278.6584910923,590.4,590.4,862.4,868.4,2657584.6,2677859.7
19,base,pcg64,polar,1.0,4984,4984,0.0,0.0,0.7351032448377581,0.737343334438769,656.1138438200996,656.1138438200996,1205.591676517369,1205.591676517369,3191501.2813498178,3191501.2813498178,590.4,590.4,861.2,861.2,2622585.2,2622585.2
19,vista_hermosa,pcg64,polar,1.0,4984,4984,0.0,0.0,0.7351032448377581,1.386220574388181,656.1138438200996,1029.8182758538642,1205.591676517369,1775.5330521995725,3191501.2813498178,4555006.597442832,590.4,871.4,861.2,1200.6,2622585.2,3593194.0
19,reforma,pcg64,polar,1.0,4984,4984,0.0,0.0,0.7351032448377581,0.737343334438769,656.1138438200996,651.5436932137616,1205.591676517369,1230.8461990005896,3191501.2813498178,3186251.3830671706,590.4,590.4,861.2,868.4,2622585.2,2643693.6
20,base,pcg64,polar,1.0,5103,5103,0.0,0.0,0.7367889113485417,0.6809263765736678,642.0463406631424,642.0463406631424,1220.5827002156955,1220.5827002156955,3238304.463213099,3238304.463213099,586.3,586.3,861.2,861.2,2656933.8,2656933.8
