replica,escenario,origen,destino,base,cerrado
17,reforma,z15,z15,238.26080384291828,238.26080384291828
17,reforma,z15,z16,231.62872849722902,231.62872849722902
17,reforma,z16,z10,970.3046164490243,956.9287702314579
17,reforma,z16,z15,285.5907959675077,285.59079078370803
17,reforma,z16,z16,289.06712340526246,289.0671233402214
18,base,z10,z10,313.54139391811987,313.54139391811987
18,base,z10,z15,782.3089209955289,782.3089209955289
18,base,z10,z16,820.6503412191746,820.6503412191746
18,base,z15,z10,878.3442970961154,878.3442970961154
18,base,z15,z15,268.42867270400114,268.42867270400114
18,base,z15,z16,243.27685123647206,243.27685123647206
18,base,z16,z10,958.4330969095196,958.4330969095196
18,base,z16,z15,301.41318778705187,301.41318778705187
18,base,z16,z16,315.9584689658668,315.9584689658668
18,vista_hermosa,z10,z10,313.54139391811987,313.54066580715954
18,vista_hermosa,z10,z15,782.3089209955289,1372.6540592567335
18,vista_hermosa,z10,z16,820.6503412191746,1298.1173575258981
18,vista_hermosa,z15,z10,878.3442970961154,1207.666479149611
18,vista_hermosa,z15,z15,268.42867270400114,271.15781330149537
18,vista_hermosa,z15,z16,243.27685123647206,242.9854479885921
18,vista_hermosa,z16,z10,958.4330969095196,1191.936152446355
18,vista_hermosa,z16,z15,301.41318778705187,301.54260745619155
18,vista_hermosa,z16,z16,315.9584689658668,317.33786644729804
18,reforma,z10,z10,313.54139391811987,308.7339333623114
18,reforma,z10,z15,782.3089209955289,765.8696124786727
18,reforma,z10,z16,820.6503412191746,810.4723569773121
18,reforma,z15,z10,878.3442970961154,860.5342604864538
18,reforma,z15,z15,268.42867270400114,268.4278758856193
18,reforma,z15,z16,243.27685123647206,243.27685123647206
18,reforma,z16,z10,958.4330969095196,936.3020915558727
18,reforma,z16,z15,301.41318778705187,301.41318775882695
18,reforma,z16,z16,315.9584689658668,315.9584689658668
19,base,z10,z10,306.4273938548666,306.4273938548666
19,base,z10,z15,783.8107959332667,783.8107959332667
19,base,z10,z16,835.370988948238,835.370988948238
19,base,z15,z10,879.1101614377217,879.1101614377217
19,base,z15,z15,272.79207199847747,272.79207199847747
19,base,z15,z16,252.98096276385064,252.98096276385064
19,base,z16,z10,960.0143578391351,960.0143578391351
19,base,z16,z15,284.69155427324114,284.69155427324114
19,base,z16,z16,321.9262211049302,321.9262211049302
19,vista_hermosa,z10,z10,306.4273938548666,306.42625673086184
19,vista_hermosa,z10,z15,783.8107959332667,1391.8217841323012
19,vista_hermosa,z10,z16,835.370988948238,1296.289972090802
19,vista_hermosa,z15,z10,879.1101614377217,1214.4345222957488
19,vista_hermosa,z15,z15,272.79207199847747,272.8751758121143
19,vista_hermosa,z15,z16,252.98096276385064,253.74095019612568
19,vista_hermosa,z16,z10,960.0143578391351,1212.7825889118524
19,vista_hermosa,z16,z15,284.69155427324114,286.15530235241
19,vista_hermosa,z16,z16,321.9262211049302,323.43754928477045
19,reforma,z10,z10,306.4273938548666,303.6645816550152
19,reforma,z10,z15,783.8107959332667,767.7431224958851
19,reforma,z10,z16,835.370988948238,824.6028970085063
19,reforma,z15,z10,879.1101614377217,865.4575094716196
19,reforma,z15,z15,272.79207199847747,272.79206712045584
19,reforma,z15,z16,252.98096276385064,252.98096276385064
19,reforma,z16,z10,960.0143578391351,939.1055894346673
19,reforma,z16,z15,284.69155427324114,284.69155427324114
19,reforma,z16,z16,321.9262211049302,321.9262209655562
20,base,z10,z10,324.2843789667696,324.2843789667696
20,base,z10,z15,760.533590837482,760.533590837482
20,base,z10,z16,841.9984080020413,841.9984080020413
20,base,z15,z10,875.8873757600812,875.8873757600812
20,base,z15,z15,261.08530327562056,261.08530327562056
20,base,z15,z16,245.99383813928648,245.99383813928648
20,base,z16,z10,978.2685421607125,978.2685421607125
20,base,z16,z15,288.2385561510784,288.2385561510784
20,base,z16,z16,302.34796201447546,302.34796201447546
20,vista_hermosa,z10,z10,324.2843789667696,324.2849762055994
20,vista_hermosa,z10,z15,760.533590837482,1380.8530030709292
20,vista_hermosa,z10,z16,841.9984080020413,1295.3009808582156
20,vista_hermosa,z15,z10,875.8873757600812,1204.0841151942213
20,vista_hermosa,z15,z15,261.08530327562056,265.0616269226655
20,vista_hermosa,z15,z16,245.99383813928648,245.94385658653778
20,vista_hermosa,z16,z10,978.2685421607125,1218.3783861754962
20,vista_hermosa,z16,z15,288.2385561510784,288.1856995056463
20,vista_hermosa,z16,z16,302.34796201447546,306.0446030577072
20,reforma,z10,z10,324.2843789667696,328.1795778776029
20,reforma,z10,z15,760.533590837482,751.7849257558674
20,reforma,z10,z16,841.9984080020413,830.7570580059106
20,reforma,z15,z10,875.8873757600812,862.641688471084
20,reforma,z15,z15,261.08530327562056,261.08530327562056
20,reforma,z15,z16,245.99383813928648,245.99383783210928
20,reforma,z16,z10,978.2685421607125,957.468650859661
20,reforma,z16,z15,288.2385561510784,288.2385561510784
20,reforma,z16,z16,302.34796201447546,302.34794038405175
21,base,z10,z10,312.76596683893996,312.76596683893996
21,base,z10,z15,786.7216735249357,786.7216735249357
21,base,z10,z16,850.0277953569724,850.0277953569724
21,base,z15,z10,888.0218285007453,888.0218285007453
21,base,z15,z15,243.93316266869428,243.93316266869428
21,base,z15,z16,234.5877712592458,234.5877712592458
21,base,z16,z10,950.4769735752727,950.4769735752727
21,base,z16,z15,289.80807868310137,289.80807868310137
21,base,z16,z16,297.8719589259489,297.8719589259489
21,vista_hermosa,z10,z10,312.76596683893996,312.76596683893996
21,vista_hermosa,z10,z15,786.7216735249357,1388.75996543902
21,vista_hermosa,z10,z16,850.0277953569724,1327.9993970398932
21,vista_hermosa,z15,z10,888.0218285007453,1205.6907063074264
21,vista_hermosa,z15,z15,243.93316266869428,243.88647205799535
21,vista_hermosa,z15,z16,234.5877712592458,234.76237713099647
21,vista_hermosa,z16,z10,950.4769735752727,1210.8290116896192
21,vista_hermosa,z16,z15,289.80807868310137,291.45277172500414
21,vista_hermosa,z16,z16,297.8719589259489,299.42947305303784
21,reforma,z10,z10,312.76596683893996,312.2901567871163
21,reforma,z10,z15,786.7216735249357,771.5552848762958
21,reforma,z10,z16,850.0277953569724,844.7111100640944
21,reforma,z15,z10,888.0218285007453,874.8824823598685
21,reforma,z15,z15,243.93316266869428,243.93316213621912
21,reforma,z15,z16,234.5877712592458,234.58776657481462
21,reforma,z16,z10,950.4769735752727,939.9637522794255
21,reforma,z16,z15,289.80807868310137,289.808069870435
21,reforma,z16,z16,297.8719589259489,297.8719589259489
22,base,z10,z10,295.0830189739248,295.0830189739248
22,base,z10,z15,795.756058512952,795.756058512952
22,base,z10,z16,836.5490977076868,836.5490977076868
22,base,z15,z10,883.8664500147956,883.8664500147956
22,base,z15,z15,247.6726391796547,247.6726391796547
22,base,z15,z16,237.53331900138699,237.53331900138699
22,base,z16,z10,945.3795066916391,945.3795066916391
22,base,z16,z15,287.3047650104238,287.3047650104238
22,base,z16,z16,305.57925089707237,305.57925089707237
22,vista_hermosa,z10,z10,295.0830189739248,295.0830189739248
22,vista_hermosa,z10,z15,795.756058512952,1397.0730717997276
22,vista_hermosa,z10,z16,836.5490977076868,1289.4431933382743
22,vista_hermosa,z15,z10,883.8664500147956,1212.2454431493006
22,vista_hermosa,z15,z15,247.6726391796547,250.90021428979065
22,vista_hermosa,z15,z16,237.53331900138699,238.84069245104538
22,vista_hermosa,z16,z10,945.3795066916391,1195.8062492593044
22,vista_hermosa,z16,z15,287.3047650104238,291.2579434740367
22,vista_hermosa,z16,z16,305.57925089707237,307.2238753539451
22,reforma,z10,z10,295.0830189739248,290.2906679185231
22,reforma,z10,z15,795.756058512952,787.5096579284559
22,reforma,z10,z16,836.5490977076868,831.3625777121017
22,reforma,z15,z10,883.8664500147956,859.1201844170946
22,reforma,z15,z15,247.6726391796547,247.67283702253428
22,reforma,z15,z16,237.53331900138699,237.53331900138699
22,reforma,z16,z10,945.3795066916391,932.2333042376073
22,reforma,z16,z15,287.3047650104238,287.30474396887575
22,reforma,z16,z16,305.57925089707237,305.57923866161593
23,base,z10,z10,323.53037449448004,323.53037449448004
23,base,z10,z15,787.8099897918726,787.8099897918726
23,base,z10,z16,846.1632455530118,846.1632455530118
23,base,z15,z10,906.0431678329433,906.0431678329433
23,base,z15,z15,258.0327570409086,258.0327570409086
23,base,z15,z16,247.49234369183978,247.49234369183978
23,base,z16,z10,965.2153364549324,965.2153364549324
23,base,z16,z15,289.90900290869337,289.90900290869337
23,base,z16,z16,302.5216741912152,302.5216741912152
23,vista_hermosa,z10,z10,323.53037449448004,323.52945105802985
23,vista_hermosa,z10,z15,787.8099897918726,1399.2663421554316
23,vista_hermosa,z10,z16,846.1632455530118,1305.9380331381772
23,vista_hermosa,z15,z10,906.0431678329433,1234.8745562944791
23,vista_hermosa,z15,z15,258.0327570409086,260.5386894098807
23,vista_hermosa,z15,z16,247.49234369183978,247.50015823962093
23,vista_hermosa,z16,z10,965.2153364549324,1232.5610649717419
23,vista_hermosa,z16,z15,289.90900290869337,291.0980656608416
23,vista_hermosa,z16,z16,302.5216741912152,302.5458032680031
23,reforma,z10,z10,323.53037449448004,322.2825911310994
23,reforma,z10,z15,787.8099897918726,763.4463089303838
23,reforma,z10,z16,846.1632455530118,840.0521100013697
23,reforma,z15,z10,906.0431678329433,884.3782435637352
23,reforma,z15,z15,258.0327570409086,258.0327570409086
23,reforma,z15,z16,247.49234369183978,247.49234369183978
23,reforma,z16,z10,965.2153364549324,956.5017479515903
23,reforma,z16,z15,289.90900290869337,289.90900290869337
23,reforma,z16,z16,302.5216741912152,302.5216544602221
24,base,z10,z10,291.0755881499542,291.0755881499542
24,base,z10,z15,792.6530131277058,792.6530131277058
24,base,z10,z16,838.1149556004752,838.1149556004752
24,base,z15,z10,878.1943423551618,878.1943423551618
24,base,z15,z15,253.92958655710157,253.92958655710157
24,base,z15,z16,241.7127669242012,241.7127669242012
24,base,z16,z10,934.5382457417616,934.5382457417616
24,base,z16,z15,275.2893888768506,275.2893888768506
24,base,z16,z16,285.55125278145454,285.55125278145454
24,vista_hermosa,z10,z10,291.0755881499542,291.0759546153512
24,vista_hermosa,z10,z15,792.6530131277058,1381.8280555120396
24,vista_hermosa,z10,z16,838.1149556004752,1308.712176261764
24,vista_hermosa,z15,z10,878.1943423551618,1209.182917620275
24,vista_hermosa,z15,z15,253.92958655710157,253.93290707748594
24,vista_hermosa,z15,z16,241.7127669242012,241.806126857712
24,vista_hermosa,z16,z10,934.5382457417616,1199.9328948291882
24,vista_hermosa,z16,z15,275.2893888768506,278.5100925169198
24,vista_hermosa,z16,z16,285.55125278145454,289.839485981176
24,reforma,z10,z10,291.0755881499542,291.44623263156575
24,reforma,z10,z15,792.6530131277058,777.456631489207
24,reforma,z10,z16,838.1149556004752,830.6247007258278
24,reforma,z15,z10,878.1943423551618,865.8765272059352
24,reforma,z15,z15,253.92958655710157,253.9296162679174
24,reforma,z15,z16,241.7127669242012,241.7127669242012
24,reforma,z16,z10,934.5382457417616,917.1935649525905
24,reforma,z16,z15,275.2893888768506,275.2893888768506
24,reforma,z16,z16,285.55125278145454,285.55125278145454
25,base,z10,z10,292.07274273194713,292.07274273194713
25,base,z10,z15,775.4209126862186,775.4209126862186
25,base,z10,z16,828.8370919431401,828.8370919431401
25,base,z15,z10,885.841958901673,885.841958901673
25,base,z15,z15,253.80232078132292,253.80232078132292
25,base,z15,z16,240.50460863148115,240.50460863148115
25,base,z16,z10,949.7011501824661,949.7011501824661
25,base,z16,z15,319.261005757138,319.261005757138
25,base,z16,z16,298.7907546472885,298.7907546472885
25,vista_hermosa,z10,z10,292.07274273194713,292.07274273194713
25,vista_hermosa,z10,z15,775.4209126862186,1381.343801126981
25,vista_hermosa,z10,z16,828.8370919431401,1272.8725579109905
25,vista_hermosa,z15,z10,885.841958901673,1223.0755902829706
25,vista_hermosa,z15,z15,253.80232078132292,253.71559848780197
25,vista_hermosa,z15,z16,240.50460863148115,240.84869978859132
25,vista_hermosa,z16,z10,949.7011501824661,1189.1540011328834
25,vista_hermosa,z16,z15,319.261005757138,320.5015014507846
25,vista_hermosa,z16,z16,298.7907546472885,298.8135118576032
25,reforma,z10,z10,292.07274273194713,288.7190885399245
25,reforma,z10,z15,775.4209126862186,766.8010861007804
25,reforma,z10,z16,828.8370919431401,813.7549046228951
25,reforma,z15,z10,885.841958901673,872.5032757858742
25,reforma,z15,z15,253.80232078132292,253.80232078132292
25,reforma,z15,z16,240.50460863148115,240.50460863148115
25,reforma,z16,z10,949.7011501824661,933.9283639793554
25,reforma,z16,z15,319.261005757138,319.261005757138
25,reforma,z16,z16,298.7907546472885,298.7907546472885
26,base,z10,z10,304.11133029593606,304.11133029593606
26,base,z10,z15,778.8751025069058,778.8751025069058
26,base,z10,z16,837.1304550927873,837.1304550927873
26,base,z15,z10,884.845033939399,884.845033939399
26,base,z15,z15,250.61778335368655,250.61778335368655
26,base,z15,z16,252.08859275984437,252.08859275984437
26,base,z16,z10,970.4652231949522,970.4652231949522
26,base,z16,z15,269.8922997978683,269.8922997978683
26,base,z16,z16,314.1617846575274,314.1617846575274
26,vista_hermosa,z10,z10,304.11133029593606,304.11133029593606
26,vista_hermosa,z10,z15,778.8751025069058,1383.0065176079888
26,vista_hermosa,z10,z16,837.1304550927873,1295.1747403381091
26,vista_hermosa,z15,z10,884.845033939399,1215.082959266049
26,vista_hermosa,z15,z15,250.61778335368655,250.84216848990064
26,vista_hermosa,z15,z16,252.08859275984437,252.08859275984437
26,vista_hermosa,z16,z10,970.4652231949522,1223.4121489131728
26,vista_hermosa,z16,z15,269.8922997978683,271.6527788759225
26,vista_hermosa,z16,z16,314.1617846575274,315.29386967789486
26,reforma,z10,z10,304.11133029593606,306.0385862012597
26,reforma,z10,z15,778.8751025069058,766.405477201964
26,reforma,z10,z16,837.1304550927873,831.5776366817958
26,reforma,z15,z10,884.845033939399,864.5635537069535
26,reforma,z15,z15,250.61778335368655,250.61777996722668
26,reforma,z15,z16,252.08859275984437,252.08859275984437
26,reforma,z16,z10,970.4652231949522,952.8839827785198
26,reforma,z16,z15,269.8922997978683,269.8922988438626
26,reforma,z16,z16,314.1617846575274,314.1617846575274
27,base,z10,z10,308.4148971571945,308.4148971571945
27,base,z10,z15,774.2321749934099,774.2321749934099
27,base,z10,z16,828.98980879127,828.98980879127
27,base,z15,z10,879.3739258816775,879.3739258816775
27,base,z15,z15,257.7448203578713,257.7448203578713
27,base,z15,z16,232.98020082109304,232.98020082109304
27,base,z16,z10,953.0329585083405,953.0329585083405
27,base,z16,z15,290.2343863710749,290.2343863710749
27,base,z16,z16,303.78169479929056,303.78169479929056
27,vista_hermosa,z10,z10,308.4148971571945,308.42047805681773
27,vista_hermosa,z10,z15,774.2321749934099,1374.3048050710045
27,vista_hermosa,z10,z16,828.98980879127,1292.118578306025
27,vista_hermosa,z15,z10,879.3739258816775,1214.9008897564402
27,vista_hermosa,z15,z15,257.7448203578713,261.1745706005805
27,vista_hermosa,z15,z16,232.98020082109304,232.9778327899276
27,vista_hermosa,z16,z10,953.0329585083405,1205.8547739698263
27,vista_hermosa,z16,z15,290.2343863710749,293.4049125407358
27,vista_hermosa,z16,z16,303.78169479929056,306.3649274858652
27,reforma,z10,z10,308.4148971571945,308.41490312001145
27,reforma,z10,z15,774.2321749934099,755.7055876334615
27,reforma,z10,z16,828.98980879127,820.3000906682626
27,reforma,z15,z10,879.3739258816775,863.6986300725614
27,reforma,z15,z15,257.7448203578713,257.7448203578713
27,reforma,z15,z16,232.98020082109304,232.98020082109304
27,reforma,z16,z10,953.0329585083405,947.8002380768603
27,reforma,z16,z15,290.2343863710749,290.2343863710749
27,reforma,z16,z16,303.78169479929056,303.78169479929056
28,base,z10,z10,307.8752824468332,307.8752824468332
28,base,z10,z15,769.1874695033027,769.1874695033027
28,base,z10,z16,834.9675519966814,834.9675519966814
28,base,z15,z10,886.3804698591314,886.3804698591314
28,base,z15,z15,256.69211783623183,256.69211783623183
28,base,z15,z16,240.63316143762623,240.63316143762623
28,base,z16,z10,957.0163835584256,957.0163835584256
28,base,z16,z15,291.99225799608007,291.99225799608007
28,base,z16,z16,291.96358714763653,291.96358714763653
28,vista_hermosa,z10,z10,307.8752824468332,307.8752847563488
28,vista_hermosa,z10,z15,769.1874695033027,1363.9814421671076
28,vista_hermosa,z10,z16,834.9675519966814,1285.8283795251455
28,vista_hermosa,z15,z10,886.3804698591314,1229.387143255185
28,vista_hermosa,z15,z15,256.69211783623183,256.70797896553074
28,vista_hermosa,z15,z16,240.63316143762623,240.42382192006662
28,vista_hermosa,z16,z10,957.0163835584256,1231.3513199739855
28,vista_hermosa,z16,z15,291.99225799608007,294.5083575426362
28,vista_hermosa,z16,z16,291.96358714763653,291.49684321051507
28,reforma,z10,z10,307.8752824468332,310.23420830669374
28,reforma,z10,z15,769.1874695033027,756.4830892211396
28,reforma,z10,z16,834.9675519966814,825.9532256494751
28,reforma,z15,z10,886.3804698591314,877.8160548043895
28,reforma,z15,z15,256.69211783623183,256.69211783623183
28,reforma,z15,z16,240.63316143762623,240.6331610835072
28,reforma,z16,z10,957.0163835584256,950.8282243536165
28,reforma,z16,z15,291.99225799608007,291.9922384963522
28,reforma,z16,z16,291.96358714763653,291.9635732836136
29,base,z10,z10,318.30223837849735,318.30223837849735
29,base,z10,z15,787.0147474374044,787.0147474374044
29,base,z10,z16,828.548426612856,828.548426612856
29,base,z15,z10,872.7926122036185,872.7926122036185
29,base,z15,z15,262.4490878508863,262.4490878508863
29,base,z15,z16,248.9965058748319,248.9965058748319
29,base,z16,z10,951.5755834632976,951.5755834632976
29,base,z16,z15,305.31451922881695,305.31451922881695
29,base,z16,z16,309.36540957018775,309.36540957018775
29,vista_hermosa,z10,z10,318.30223837849735,318.30223096612247
29,vista_hermosa,z10,z15,787.0147474374044,1388.1867160480701
29,vista_hermosa,z10,z16,828.548426612856,1257.649492785867
29,vista_hermosa,z15,z10,872.7926122036185,1209.5123183911237
29,vista_hermosa,z15,z15,262.4490878508863,262.480141991965
29,vista_hermosa,z15,z16,248.9965058748319,249.0940091328936
29,vista_hermosa,z16,z10,951.5755834632976,1228.0655689576251
29,vista_hermosa,z16,z15,305.31451922881695,305.36299397995526
29,vista_hermosa,z16,z16,309.36540957018775,309.8854027433038
29,reforma,z10,z10,318.30223837849735,315.4883475120675
29,reforma,z10,z15,787.0147474374044,775.0995689633614
29,reforma,z10,z16,828.548426612856,811.0237797789907
29,reforma,z15,z10,872.7926122036185,859.669092054484
29,reforma,z15,z15,262.4490878508863,262.4490878508863
29,reforma,z15,z16,248.9965058748319,248.9965058748319
29,reforma,z16,z10,951.5755834632976,933.7208176008016
29,reforma,z16,z15,305.31451922881695,305.31451922881695
29,reforma,z16,z16,309.36540957018775,309.3654089596444
