replica,escenario,origen,destino,base,cerrado
14,reforma,z16,z16,300.85028435595973,300.85028180778204
15,base,z10,z10,322.7412537413199,322.7412537413199
15,base,z10,z15,786.7501956405603,786.7501956405603
15,base,z10,z16,855.2233944986976,855.2233944986976
15,base,z15,z10,893.0131953522917,893.0131953522917
15,base,z15,z15,261.13649822854075,261.13649822854075
15,base,z15,z16,244.89146386207548,244.89146386207548
15,base,z16,z10,955.9823765468467,955.9823765468467
15,base,z16,z15,304.58623033546803,304.58623033546803
15,base,z16,z16,320.46968364700297,320.46968364700297
15,vista_hermosa,z10,z10,322.7412537413199,322.74124590129554
15,vista_hermosa,z10,z15,786.7501956405603,1398.5150322635864
15,vista_hermosa,z10,z16,855.2233944986976,1326.2136358683024
15,vista_hermosa,z15,z10,893.0131953522917,1226.1156914131727
15,vista_hermosa,z15,z15,261.13649822854075,261.2855721440576
15,vista_hermosa,z15,z16,244.89146386207548,244.87848038619234
15,vista_hermosa,z16,z10,955.9823765468467,1218.509699171892
15,vista_hermosa,z16,z15,304.58623033546803,304.5887171885679
15,vista_hermosa,z16,z16,320.46968364700297,321.95358605140433
15,reforma,z10,z10,322.7412537413199,326.2015812385548
15,reforma,z10,z15,786.7501956405603,774.9023907356222
15,reforma,z10,z16,855.2233944986976,853.0377705498132
15,reforma,z15,z10,893.0131953522917,881.9365279129111
15,reforma,z15,z15,261.13649822854075,261.13649822854075
15,reforma,z15,z16,244.89146386207548,244.89146386207548
15,reforma,z16,z10,955.9823765468467,943.5256633942982
15,reforma,z16,z15,304.58623033546803,304.58623033546803
15,reforma,z16,z16,320.46968364700297,320.46968364700297
16,base,z10,z10,326.24816066266965,326.24816066266965
16,base,z10,z15,787.0819267482857,787.0819267482857
16,base,z10,z16,840.5551984314544,840.5551984314544
16,base,z15,z10,878.1839619254711,878.1839619254711
16,base,z15,z15,269.1137591051511,269.1137591051511
16,base,z15,z16,242.36928853663284,242.36928853663284
16,base,z16,z10,949.8853905303197,949.8853905303197
16,base,z16,z15,269.6153097734595,269.6153097734595
16,base,z16,z16,307.94459803080724,307.94459803080724
16,vista_hermosa,z10,z10,326.24816066266965,326.2512909466649
16,vista_hermosa,z10,z15,787.0819267482857,1387.580797752043
16,vista_hermosa,z10,z16,840.5551984314544,1289.2738672634086
16,vista_hermosa,z15,z10,878.1839619254711,1195.5705281676371
16,vista_hermosa,z15,z15,269.1137591051511,269.613467402525
16,vista_hermosa,z15,z16,242.36928853663284,242.47479164957122
16,vista_hermosa,z16,z10,949.8853905303197,1218.2541565681204
16,vista_hermosa,z16,z15,269.6153097734595,270.1708877100518
16,vista_hermosa,z16,z16,307.94459803080724,310.3075993619493
16,reforma,z10,z10,326.24816066266965,326.3470719861017
16,reforma,z10,z15,787.0819267482857,776.0720787208054
16,reforma,z10,z16,840.5551984314544,834.5444119055419
16,reforma,z15,z10,878.1839619254711,865.6193897619851
16,reforma,z15,z15,269.1137591051511,269.1137591051511
16,reforma,z15,z16,242.36928853663284,242.36928853663284
16,reforma,z16,z10,949.8853905303197,933.7568771980748
16,reforma,z16,z15,269.6153097734595,269.6153097734595
16,reforma,z16,z16,307.94459803080724,307.94459278134616
17,base,z10,z10,292.9062364255144,292.9062364255144
17,base,z10,z15,778.9920361929934,778.9920361929934
17,base,z10,z16,856.8414319574479,856.8414319574479
17,base,z15,z10,881.1549619997088,881.1549619997088
17,base,z15,z15,238.26080384291828,238.26080384291828
17,base,z15,z16,231.62872849722902,231.62872849722902
17,base,z16,z10,970.3046164490243,970.3046164490243
17,base,z16,z15,285.5907959675077,285.5907959675077
17,base,z16,z16,289.06712340526246,289.06712340526246
17,vista_hermosa,z10,z10,292.9062364255144,292.9075565454627
17,vista_hermosa,z10,z15,778.9920361929934,1405.8052665074206
17,vista_hermosa,z10,z16,856.8414319574479,1302.563654757965
17,vista_hermosa,z15,z10,881.1549619997088,1210.4400563042416
17,vista_hermosa,z15,z15,238.26080384291828,239.72675578986758
17,vista_hermosa,z15,z16,231.62872849722902,232.36975167425877
17,vista_hermosa,z16,z10,970.3046164490243,1225.2645847856038
17,vista_hermosa,z16,z15,285.5907959675077,286.64532854849585
17,vista_hermosa,z16,z16,289.06712340526246,289.335447274712
17,reforma,z10,z10,292.9062364255144,293.06259829533417
17,reforma,z10,z15,778.9920361929934,760.490735243616
17,reforma,z10,z16,856.8414319574479,854.3527916975142
17,reforma,z15,z10,881.1549619997088,869.6901947776271
